english,german
"Most of the skirmishes have taken place in Sofala province, which is several hundred kilometres north of Maputo, but hosts Beira, the port that miners, including Rio Tinto and Vale, rely on to export coal.","Die meisten Gefechte fanden in der Provinz Sofala statt, die einige Hundert Kilometer nördlich von Maputo liegt, in der sich aber Beira befindet, der Hafen, den Bergbaufirmen wie Rio Tinto und Vale zum Export von Kohle nutzen."
"In June, Rio suspended its use of the railway for about a week after Renamo threatened to attack the line.","Im Juni unterbrach Rio einen Monat lang die Nutzung der Eisenbahn, nachdem Renamo einen Angriff auf die Strecke angekündigt hatte."
Mr Mazanga was coy when asked about whether Renamo would repeat this threat.,"Mazanga antwortete zurückhaltend auf die Frage, ob Renamo diese Drohung wiederholen werde."
"Renamo wanted to ""warn the international community that things were not going well in Mozambique,"" Mr Mazanga said.","Renamo wollte „die internationale Gemeinschaft warnen, dass die Dinge in Mosambik nicht gut stehen“, sagte Mazanga."
"The instability has added to frustrations with the government, says Fernando Lima, head of Mediacoop, an independent media company, with many people also concerned about corruption, the slow pace of development and a recent spate of kidnappings.","Die Instabilität habe die Frustration über die Regierung noch gesteigert, sagt Fernando Lima, Leiter von Mediacoop, einem unabhängigen Medienunternehmen, denn viele Menschen sorgten sich bereits wegen der Korruption, den schleppenden Fortschritten bei der Entwicklung und einer kürzlichen Entführungswelle."
"""People think the ones responsible for the future of the country are the government and the president, and he should be the one to find solutions for the problems,"" he says.","„Die Menschen denken, dass die Regierung und der Präsident für die Zukunft des Landes verantwortlich sind und er derjenige sein sollte, der Lösungen für die Probleme findet“, erklärt er."
"Omar Sultuane, a demonstrator, said people just wanted stability.","Omar Sultane, ein Demonstrant, sagte, die Menschen wollten einfach nur Stabilität."
"""No one cares about Renamo and Frelimo, they just want peace again, they want free access to the roads,"" he said.","„Keinen interessieren Renamo und Frelimo, sie wollen einfach nur wieder Frieden und benutzbare Straßen“, erklärte er."
"Children should be taught myths and legends as ""models for a way of life"", author says.","Kinder sollten Mythen und Legenden als „Vorbilder für das Leben“ beigebracht bekommen, meint ein Autor."
"Tales of Thor could show ""brute strength is no match for subtle trickery,"" while the Arthurian legends reveal the importance of having a dream.","Die Geschichten von Thor zeigten, dass „brutale Kraft keine Chance hat gegen clevere Tricks“, und die Artus-Legende demonstriere, wie wichtig es sei, einen Traum zu haben."
"Saying many of the myths would be ""far too wild, far too scandalous and in some cases far too filthy to be taught in schools,"" Crossley-Holland advocated a ""careful selection"" of age-appropriate works.","Viele der Mythen seien allerdings „bei weitem zu wild, zu anstößig und in manchen Fällen zu schmutzig, um an Schulen gelehrt zu werden“, weshalb Crossley-Holland für eine „sorgfältige Auswahl“ altersgerechter Werke plädierte."
"""I find it wonderful that in America, myth and folklore already has a part in education,"" he said.","„Ich finde es wundervoll, dass in Amerika Mythen und Folklore bereits Teil der Bildung sind“, sagte er."
I have been advocating it as a plan for twenty years.,Ich habe das schon seit zwanzig Jahren als Plan vorgeschlagen.
"He added authors and teachers being ""overtly didactic"" is a ""total switch-off"" for children, with messages being ""subliminated"" in enjoyable stories.","Er fügte hinzu, bei Autoren und Lehrern, die „übermäßig didaktisch“ seien, würden Kinder „komplett abschalten“, denn in unterhaltsamen Geschichten würden die Botschaften „unterschwellig“ vermittelt."
"Crossley-Holland, who has translated Beowulf from Anglo-Saxon as well as writing the Penguin Book of Norse Myths and British Folk Tales, said: ""You may well have intentions but you do better to keep them well out of sight.""","Crossley-Holland, der Beowulf aus dem Angelsächsischen übersetzt hat und Autor des Penguin Book of Norse Myths und der British Folk Tales ist, erklärte: „Man kann bestimmte Absichten verfolgen, aber man sollte sie möglichst im Hintergrund halten.“"
Perhaps the big difference between an adult author writing for an adult and an adult author writing for a child is the necessity for some sense of hope.,"Der vielleicht größte Unterschied zwischen einem erwachsenen Autor, der für Erwachsene schreibt, und einem Autor, der für Kinder schreibt, liegt in der Notwendigkeit, Hoffnung zu vermitteln."
"Not that everything has to be simplified or come to a happy ending, but that there is an innate sense of good and evil.","Nicht alles muss vereinfacht werden oder zum Happy End führen, aber es gibt einen immanenten Sinn für Gut und Böse."
And that must be subliminated; revealed through a story rather than stated.,"Dieser muss unterschwellig dargestellt sein, durch die Geschichte offenbart werden und nicht erklärt."
The old basis of showing not telling.,Das ist die alte Geschichte vom Zeigen statt Erzählen.
Hansjakob back in Freihof once again,Hansjakob zieht noch einmal in Freihof
"100 years ago, Heinrich Hansjakob moved into his retirement home in Haslach, on Sunday his final years in the ""Freihof"" were brought to life.","Vor 100 Jahren hat Heinrich Hansjakob seinen Altersruhesitz in Haslach bezogen, am Sonntag wurden seine letzten Jahre im ""Freihof"" lebendig."
The large audience was inspired by the extremely amusing role play.,Die vielen Zuschauer waren vom äußerst kurzweiligen Szenenspiel begeistert.
"From his arrival, to his being conferred with honorary citizenship and his death, Alois Kraftzcyk, the scriptwriter and actor portraying Hansjakob, has written an entertaining play, which received great acclaim under the directorship of Cornelia Volk.","Von der Ankunft über die Verleihung der Ehrenbürgerschaft bis hin zu seinem Tod hatte Drehbuchautor und Hansjakobdarsteller Alois Kraftzcyk ein unterhaltsames Stück entworfen, das unter der Regie von Cornelia Volk viel Beifall bekam."
"Marcus Zagermann, serving as narrator, guided the audience through the ten different scenes, explained circumstances and provided links explaining leaps from his youth to the time when he was approaching retirement.","Marcus Zagermann nahm das Publikum als Sprecher mit durch die zehn verschiedenen Szenen, erklärte Zusammenhänge und überbrückte Zeitsprünge von der Jugend bis zur nahenden Pensionierung."
"On 22 October 1913, Hansjakob returned home to his childhood paradise, to his Freihof.","Am 22. Oktober 1913 kommt Hansjakob heim in seinen Kinderhimmel, in seinen Freihof."
"It was there that the role-play began, with Alois Krafczyk shining once again in his famous role as the town's great son.","Und dann begann das Szenenspiel, in dem Alois Krafczyk einmal mehr in seiner Paraderolle als großer Sohn der Stadt glänzte."
"True to style, he travelled with a two-horse carriage drawn by ""Schwarzwälder Füchsen"" (Black Forest Chestnut Horses) owned by Erich Becherer from Mühlenbach.","Stilecht fuhr er mit dem Zweispänner und ""Schwarzwälder Füchsen"" von Erich Becherer aus Mühlenbach vor."
"Not only was he received with great applause from the audience, but was also welcomed by his sister Philippine.","Er wurde nicht nur vom Publikum mit viel Applaus empfangen, auch seine Schwester Philippine hieß ihn willkommen."
"Billy Sum-Hermann managed unbelievably well to place herself in the role of the sister and brought the character to life amazingly well, in terms of both her expressions and gestures.","Billy Sum-Hermann verstand es unglaublich gut, sich in die Rolle der Schwester hineinzuversetzen und verlieh ihr in Mimik und Gestik ungeheures Leben."
"Between the individual scenes, the Mühlenbacher Bauernkapelle played appropriately selected musical pieces, thus rounding off the performance.",Zwischen den einzelnen Spielszenen spielte die Mühlenbacher Bauernkapelle passend ausgewählte Musikstücke und rundete damit die Aufführung ab.
"The honour of presenting the title of honorary citizen went to Haslach's Mayor, Heinz Winkler, who, together with a section of the Town Council, made an appearance representing the Mayor of Hüttich from back in Hansjakob's day.","Zur Verleihung der Ehrenbürgerwürde gab sich dann Haslachs Bürgermeister Heinz Winkler die Ehre, der in Vertretung des damaligen Amtsinhabers Hättich zusammen mit einem Teil des Stadtrates seine Aufwartung machte."
"The ""Dreikönig"" singers then made their own appearance, leading Hansjakob to exclaim: ""Oh how beautiful, this brings childhood memories of my own time in a Dreikönig group back to life"".","Ihre Aufwartung machten anschließend die Dreikönig- singer, die Hansjakob zu dem Ausruf veranlassten: ""Ach wie schön, da werden wieder Jugenderinnerungen an meine eigene Dreikönigzeit lebendig""."
"With their song, ""O Jesulein"", they delighted the audience in the Freihof, as did the ""Storchentagskinder"" with their loud cries of ""Heraus, Heraus"" .","Mit ihrem Lied ""O Jesulein"" erfreuten sie das Publikum im Freihof ebenso wie die Storchentagskinder mit ihrem lauten ""Heraus, Heraus""."
"In his day, Hansjakob expressed his criticism of the institutional church, as well as his concerns regarding the excesses in the rural economy, the consequences of industrialisation and the effects of the war.","Seine Kritik an der Amtskirche hatte Hansjakob damals genauso geäußert, wie seine Bedenken über die Auswüchse in der Landwirtschaft, die Folgen der Industrialisierung oder die Auswirkungen des Krieges."
"He found his place of rest on his native soil, behind his mausoleum on the Brand  near Hofstetten.","In der Heimaterde, hinter seiner Grabkapelle auf der Brand bei Hofstetten, fand er seine Ruhestätte."
"The role-play ended with the words ""A restless spirit finally found rest and returned home forever"".","""Ein unruhiger Geist hatte endlich seine Ruhe gefunden und war für immer heimgegangen"", hieß es am Ende des Szenenspiels."
The performance received great applause and many words of praise from the audience.,Viel Applaus und viele lobenden Worten gab es vom Publikum für die Aufführung.
Basketball: Hopes are growing for the Neckar Riesen (Neckar Giants).,Basketball: Die Hoffnung der Neckar Riesen wächst
The chances of the relegated Ludwigsburg Budesliga basketball players remaining in the league have improved.,Die Chancen auf den Ligaverbleib der sportlich abgestiegenen Ludwigsburger Bundesliga-Basketballer sind gestiegen.
"This is because there is to be a wild card procedure, and the Neckar Riesen are now up against one applicant fewer.","Denn sollte es ein Wildcard-Verfahren geben, dann gibt es für die Neckar Riesen nun einen Mitbewerber weniger."
The Hamburg Towers basketball project is declining to make an application for a possible stand-in place.,Das Basketball-Projekt Hamburg Towers verzichtet auf eine Bewerbung für einen möglichen Nachrückerplatz.
